,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings.Source,Ratings.Value,Metascore,imdbRating,imdbVotes,imdbID,Type,tomatoMeter,tomatoImage,tomatoRating,tomatoReviews,tomatoFresh,tomatoRotten,tomatoConsensus,tomatoUserMeter,tomatoUserRating,tomatoUserReviews,tomatoURL,DVD,BoxOffice,Production,Website,Response
855,Nirupedalu,1954,N/A,N/A,163 min,-,N/A,N/A,N/A,N/A,telugu,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt0254605,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
856,Dheepan,2015,N/A,N/A,115 min,"Crime, Drama            ",N/A,N/A,N/A,N/A,tamil,India,N/A,N/A,Internet Movie Database,N/A,N/A,7.2,"14,676",tt4082068,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
857,Stage,1951,N/A,N/A,-,-,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt0274888,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
858,Sharmeelee,1971,N/A,N/A,164 min,"Mystery, Musical, Romance            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,7,151,tt0067742,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
859,Sinhal Dweep Ki Sundari,1960,N/A,N/A,-,Fantasy            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt1286636,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
860,Indrajith,1990,N/A,N/A,130 min,Action            ,N/A,N/A,N/A,N/A,telugu,India,N/A,N/A,Internet Movie Database,N/A,N/A,6.7,16,tt1579961,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
861,Control 'C',2016,N/A,N/A,-,Horror            ,N/A,N/A,N/A,N/A,telugu,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt7897312,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
862,Football Champion,1973,N/A,N/A,-,-,N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,6.8,6,tt0276967,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
863,Lucky,V 2012,N/A,N/A,148 min,"Comedy, Romance            ",N/A,N/A,N/A,N/A,kannada,India,N/A,N/A,Internet Movie Database,N/A,N/A,6.2,200,tt3206392,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
864,Gajendra,2013,N/A,N/A,-,Action            ,N/A,N/A,N/A,N/A,kannada,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt3099392,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
865,Kathai Kathayam Karnamam,1987,N/A,N/A,135 min,Drama            ,N/A,N/A,N/A,N/A,tamil,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt9014928,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
866,Ahista Ahista,2006,N/A,N/A,122 min,"Drama, Romance            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,7,"1,474",tt0831840,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
867,Puratchi Thalaivi,2021,N/A,N/A,-,Biography            ,N/A,N/A,N/A,N/A,tamil,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,-,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
868,Keemti Aansoo,1935,N/A,N/A,154 min,-,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt0269434,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
869,Lipstick Under My Burkha,2016,N/A,N/A,117 min,"Comedy, Drama            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,6.8,"6,288",tt4807830,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
870,Bhulokamlo Yamalokam,1966,N/A,N/A,143 min,Fantasy            ,N/A,N/A,N/A,N/A,telugu,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt7320620,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
871,Aagamanam,1980,N/A,N/A,-,-,N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt0333047,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
872,Nasoor,1985,N/A,N/A,-,Drama            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,6.2,11,tt0961069,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
873,Kodalu Pilla,1972,N/A,N/A,144 min,Musical            ,N/A,N/A,N/A,N/A,telugu,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt0369632,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
874,Sarapanjaram,1979,N/A,N/A,-,"Action, Drama, Thriller            ",N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,6.7,23,tt0230732,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
875,Manzoor,1949,N/A,N/A,-,"Drama, Romance            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt0378325,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
876,Idam,2019,N/A,N/A,83 min,Drama            ,N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt13294068,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
877,Irattaival Kuruvi,1987,N/A,N/A,-,-,N/A,N/A,N/A,N/A,tamil,India,N/A,N/A,Internet Movie Database,N/A,N/A,7,76,tt0235489,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
878,Mundadugu,1983,N/A,N/A,151 min,"Action, Drama            ",N/A,N/A,N/A,N/A,telugu,India,N/A,N/A,Internet Movie Database,N/A,N/A,5.8,20,tt0154914,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
879,Charuseela,2016,N/A,N/A,-,Thriller            ,N/A,N/A,N/A,N/A,telugu,India,N/A,N/A,Internet Movie Database,N/A,N/A,5.7,19,tt6872524,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
880,Navelru... Half Boiled,2019,N/A,N/A,118 min,Drama            ,N/A,N/A,N/A,N/A,kannada,India,N/A,N/A,Internet Movie Database,N/A,N/A,7.6,36,tt11354948,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
881,Mohana,2018,N/A,N/A,104 min,Comedy            ,N/A,N/A,N/A,N/A,tamil,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt8665722,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
882,Sasinas,1995,N/A,N/A,103 min,-,N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt0356000,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
883,Daava,1997,N/A,N/A,145 min,"Action, Drama, Romance            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,4.5,562,tt0289685,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
884,Kharidaar,1978,N/A,N/A,-,Drama            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt5308442,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
885,Aalippazham,2002– ,N/A,N/A,-,-,N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt0397119,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
886,Sabar,1996,N/A,N/A,-,Drama            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt3635538,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
887,Saavi,1985,N/A,N/A,125 min,Thriller            ,N/A,N/A,N/A,N/A,tamil,India,N/A,N/A,Internet Movie Database,N/A,N/A,4.9,7,tt8719276,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
888,Aap Mujhe Achche Lagne Lage,2002,N/A,N/A,180 min,"Action, Drama, Romance            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,3.1,"2,330",tt0247911,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
889,Izzat Aabroo,2005,N/A,N/A,-,Thriller            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt4885010,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
890,Vrindavanam,1974,N/A,N/A,-,-,N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt0279507,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
891,Mafia,1996,N/A,N/A,128 min,Action            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,5,59,tt0400617,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
892,Kamsin,1992,N/A,N/A,-,Romance            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt2679274,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
893,Arjun V/S Destiny,2009,N/A,N/A,46 min,Mystery            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt1450700,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
894,Radha Enna Pennkutti,1979,N/A,N/A,-,-,N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt0240846,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
895,Hate Story 3,2015,N/A,N/A,126 min,"Drama, Thriller            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,4.5,"2,996",tt4865436,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
896,Pingami,1994,N/A,N/A,138 min,"Action, Comedy, Drama            ",N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,7.4,484,tt0292187,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
897,Shehjar,2019,N/A,N/A,120 min,"Adventure, Drama, Mystery            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt8302394,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
898,Majanu,2001,N/A,N/A,149 min,Drama            ,N/A,N/A,N/A,N/A,kannada,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt6623234,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
899,Mangalyam,,N/A,N/A,-,-,N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,-,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
900,Arjun Dada,1993,N/A,N/A,-,Action            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt3760836,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
901,Mere Meharban,1992,N/A,N/A,-,Romance            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt4411828,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
902,Thendral Varum Theru,1994,N/A,N/A,138 min,-,N/A,N/A,N/A,N/A,tamil,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt0318754,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
903,Kamaladalam,1992,N/A,N/A,154 min,"Drama, Musical            ",N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,7.9,475,tt0237363,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
904,Muqabla,1941,N/A,N/A,-,Drama            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt9450228,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
905,Rann,2010,N/A,N/A,137 min,"Drama, Mystery, Thriller            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,6.9,"2,449",tt1451797,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
906,Maan Gaye Ustaad,1981,N/A,N/A,-,Drama            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,6,16,tt0243396,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
907,Katha,1983,N/A,N/A,141 min,"Comedy, Drama            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,7.8,"1,088",tt0085776,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
908,Modalatedi,1955,N/A,N/A,165 min,-,N/A,N/A,N/A,N/A,kannada,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt0248188,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
909,Login,2012,N/A,N/A,125 min,"Drama, Thriller            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,6.1,99,tt2188805,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
910,Ishq Ho Gaya Mamu,2008,N/A,N/A,100 min,Comedy            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt1270768,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
911,Task,,N/A,N/A,-,"Comedy, Thriller            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt7634598,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
912,Balika Badhu,1976,N/A,N/A,111 min,"Comedy, Drama, Romance            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,7,221,tt0237022,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
913,Twinkle Twinkle Little Star,2005,N/A,N/A,-,Fantasy            ,N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,5.1,7,tt0459577,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
914,'D',2005,N/A,N/A,107 min,"Crime, Drama, Thriller            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,6.8,"1,181",tt0454435,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
915,Filhaal...,2002,N/A,N/A,151 min,"Drama, Romance            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,5.5,241,tt0307866,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
916,Hum Panchi Ek Daal Ke,2003,N/A,N/A,-,"Adventure, Fantasy            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,5.1,14,tt6175228,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
917,Bhuvana Sundari Katha,1967,N/A,N/A,155 min,"Action, Adventure, Drama            ",N/A,N/A,N/A,N/A,telugu,India,N/A,N/A,Internet Movie Database,N/A,N/A,5.5,8,tt0254999,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
918,Raksha Bandhan,2021,N/A,N/A,-,"Drama, Family            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,-,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
919,Nila,1994,N/A,N/A,-,Drama            ,N/A,N/A,N/A,N/A,tamil,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt3269084,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
920,VEERAPPATHAKKAM,1994,N/A,N/A,150 min,Drama            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt10137078,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
921,Jenma Natchathiram,1991,N/A,N/A,117 min,Drama            ,N/A,N/A,N/A,N/A,tamil,India,N/A,N/A,Internet Movie Database,N/A,N/A,6.2,5,tt8976498,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
922,Sangham,1988,N/A,N/A,129 min,"Comedy, Drama            ",N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,6.7,148,tt0271771,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
923,Sun Sajna,1982,N/A,N/A,138 min,"Drama, Family, Romance            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,6.3,21,tt0430647,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
924,Pak Daman,1940,N/A,N/A,-,-,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt0451851,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
925,Meenamasathile Sooryan,1985,N/A,N/A,117 min,Drama            ,N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,6,6,tt0259433,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
926,Uyirmel Aasai,1967,N/A,N/A,-,-,N/A,N/A,N/A,N/A,tamil,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt3442708,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
927,The Life Kung-Fu,2012,N/A,N/A,-,Action            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt12747740,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
928,Being with You: Nee Ennarike,2007 Video,N/A,N/A,-,"Short, Romance            ",N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt5169256,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
929,Chanda Aur Bijli,1969,N/A,N/A,137 min,Drama            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,4.8,16,tt0147973,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
930,Shakti Leelai,1972,N/A,N/A,163 min,Fantasy            ,N/A,N/A,N/A,N/A,tamil,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt1467065,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
931,@Andheri,2014,N/A,N/A,116 min,"Action, Crime, Thriller            ",N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,4,10,tt4125324,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
932,Khaidi Kalidasu,1977,N/A,N/A,141 min,"Action, Drama            ",N/A,N/A,N/A,N/A,telugu,India,N/A,N/A,Internet Movie Database,N/A,N/A,8.3,29,tt1279229,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
933,Sannaham,1985,N/A,N/A,-,-,N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt0275649,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
934,Kokila,1937,N/A,N/A,-,-,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt0154743,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
935,Duniya,1968,N/A,N/A,-,"Crime, Drama            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,7.1,60,tt0062918,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
936,KTM,2021,N/A,N/A,-,Drama            ,N/A,N/A,N/A,N/A,kannada,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,-,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
937,Muktha-Thaju,2021 TV Special,N/A,N/A,-,Romance            ,N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt14168186,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
938,360 Degree,2014,N/A,N/A,-,Short            ,N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt11363276,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
939,Sohag,1940,N/A,N/A,-,-,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt0156092,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
940,Hum Tumhare Hain Sanam,2002,N/A,N/A,174 min,"Drama, Romance            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,5.4,"6,508",tt0222024,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
941,Kattu Kuthira,1990,N/A,N/A,-,Drama            ,N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,7.7,39,tt0277780,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
